BOR;AN;FI;FI_EJ;BIO_A1;BIO_A2;BIO_A3;BIO_A4;BIO_A5;BIO_A6;BIO_A7;BIO_A8;BIO_A9;BIO_A10;BIO_A11;BIO_A12;BIO_A13;BIO_A14;BIO_A15;BIO_A16;BIO_A17;BIO_A18;BIO_B1;BIO_B2;BIO_B3;BIO_B4;BIO_A19;BIO_A20;BIO_B19;BIO_B20;BIO_B21;BIO_C19;BIO_C20;BIO_A22;BIO_A23;BIO_A24;BIO_A25;BIO_A26;BIO_A27;BIO_A28;BIO_A29;BIO_A30;BIO_B22;BIO_B23;BIO_B24;BIO_B25;BIO_B26;BIO_B27;BIO_B28;BIO_B29;BIO_B30;BIO_C22;BIO_C23;BIO_C24;BIO_C25;BIO_C26;BIO_C27;BIO_C28;BIO_C29;BIO_C30;BIO_D22;BIO_D23;BIO_D25;BIO_E22;BIO_E23;BIO_E25
BIO;2019;830100574;750821092;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1555521;40446;2168;4042;0;6750;0;116;60;0;5;3;1;36;3;1;1;2;1;0;0;0;5;0;0;0;0;0;5;3;1;36;3;1;1;2;0.8;0;0;1;1;1;0
BIO;2019;840000483;840000087;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;385869;1792;1052;0;;0;;;;;2;;1;10;3;;;;;1;;1;2;3;;;;;2.6;;1.28;11.81;4.24;;;;;0;;0;1;;1
BIO;2019;840001861;840006597;;;;;;;;;;;;;;;;;;;;;;;5065;1497;13629;58;545;5965;391;;;;;;4;1;7;7;;;;;;2;1;2;1;;;;;;4.55;1.01;7.57;7.5;;;;;;
BIO;2019;850000142;850000019;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1627984;79298;63833;9487;2644;13424;56;;5949;2000;1;;1;31;11;3;;8;5;2;2;;14;10;8;;3;4;2.21;1.02;0.46;43.57;15.75;6.3;;9.61;5.41;;;;;;
BIO;2019;850000175;850009010;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;505407;42121;25920;0;;0;;;;;3;2;0;6;0;;;;;1;10;1;9;3;;;;;3.41;5.73;0.45;12.25;2.98;;;;;0;0;0;1;0;0
BIO;2019;850000209;850000019;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;175896;0;;;;;;;;;;;;4;;;;;;1;2;;6;8;;;;;0.05;0.03;;8.3;0.85;;;;;;;;;;
BIO;2019;850009630;850000035;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;240534;89816;;;;;;;;;1;1;1;7;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0.8;0.8;0.6;9.8;0.7;0;0;0;0;0;0;1;1;1;0
BIO;2019;860000025;860013382;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;81752;11505;5;;;;;;;;;;1;14;3;;;;;;;0;4;2;;;;;;;0.22;3.45;1.11;;;;;;;1;;;0
BIO;2019;860000223;860014208;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;3885331;441661;358569;11842;2844;30709;49;761;5893;1439;3;12;6;130;47;3;;12;7;20;19;;29;14;7;;2;2;12.27;22.81;4.47;136.96;48.7;6.85;;11.35;7.83;0;0;1;1;1;1
BIO;2019;860010321;860010313;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;;;;121;;19576;;138;;;;;;;;1;;9;4;;;;;;1;;1;1;;;;;;1.8;;9.5;4.6;0;0;0;1;1;0
BIO;2019;870000064;870000015;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;3563430;924039;102530;13092;1802;41893;46;1043;1684;8;12;28;3;108;87;10;1;19;7;1;0;;26;12;3;;3;2;7.98;19.55;2.99;114.9;108.29;7.04;0.55;23.53;11.42;0;0;1;1;1;1
BIO;2019;870014859;870000015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;5547;5441;40;;;;;;;;6;1;;8;5;0;;;;0;0;;;;0;;;;4.23;0.5;0.3;7;4.73;0;;;;0;0;0;1;0;1
BIO;2019;880000021;880007059;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;784051;231357;1405;;;;;;;;;2;;20;7;;;;;;1;1;3;2;;;;;;2.8;0.6;22.2;8.25;;;;;0;0;1;1;1;0
BIO;2019;880000047;880780077;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;411303;224234;21247;;;;;;;;3;;;11;;;;;;;;;3;;;;;;2.33;;;9.59;;;;;;0;;;1;;
BIO;2019;880000054;880007299;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;590579;182310;21898;;;;;;;;2;3;;8;3;;;;;1;2;1;11;34;;;;;1.59;3.71;0.9;16.47;4.7;;;;;0;0;0;1;0;0
BIO;2019;880000062;880780093;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;485105;261486;3393;;;;;;;;1;1;;11;4;;;;;;;1;5;0;;;;;1;1;0.4;13.11;3.5;;;;;0;0;1;1;1;0
BIO;2019;890975527;890000037;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;;;;;;;;;;;;5;;;;;1;20;5;;;;;;;;3;1;;5;;;;;1;22.63;6;;0;;;1;
BIO;2019;890975543;890000417;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;23676;266;;;;;;;;;1;;;8;1;;;;;;;;3;;;;;;1.11;;;9.41;1;;;;;;;1;;;
BIO;2019;890975550;890970569;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;727843;88957;21255;;;;;;;;3;;1;20;4;;;;;;;;1;;;;;;3;;0.83;20.23;5.35;;;;;;;;;;
BIO;2019;890975568;890000433;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;143138;1836;499;;;;;;;;1;;;5;1;;;;;1;;1;2;;;;;;1.2;;0.4;6.15;1;;;;;0;;0;1;;1
BIO;2019;900003039;900000365;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;2135250;314650;10232;14786;5239;18533;700;166;5860;3862;1;7;1;39;;5;;7;3;1;1;;19;;0;;6;3;1.9;7.88;1;53.05;;4.08;1;11.37;5;0;0;;1;1;
BIO;2019;910000272;910110014;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;344834;6580;;;;;;;;;1;;;9;2;;;;;2;;;3;2;;;;;2.55;;;11.4;4.14;;;;;0;0;0;1;0;0
BIO;2019;910000280;910019447;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;1;285099;143083;2212;;;;;;;;3;;1;14;6;;;;;;;;;2;;;;;3;;0.5;14.04;5;;;;;;;;;;
BIO;2019;910000298;910110055;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1177112;143137;9181;4751;1664;6220;3;48;5413;1341;2;;;;;3;1;28;11;2;;;;;2;;4;2;3.8;;;;;4.02;1;32.53;12.4;;;;;;
BIO;2019;910000306;910110055;1;0;0;1;1;1;0;1;0;0;1;;1;1;0;0;0;0;0;609006;17063;2646;;;;;;;;5;;;13;5;;;;;;;;2;;;;;;5;;;14.65;4.37;;;;;0;0;1;1;1;0
BIO;2019;910001973;910019447;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;417821;148428;14853;;;;;;;;3;;1;15;6;;;;;;;;1;2;;;;;2.5;;0.5;15.09;6.05;;;;;;;;;;
BIO;2019;910020254;910002773;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;2927026;140295;8600;6114;2098;9521;36;236;7681;2399;7;1;2;43;19;3;0;5;3;;;1;7;0;1;1;0;1;7;1;2.5;47.39;16.76;3.3;0.5;5;3.9;;;;;;
BIO;2019;910300144;910000447;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;169093;136602;;;;;;;;;;2;;8;5;;;;;1;1;;1;2;;;;;0.5;2.4;;7.5;6;;;;;0;0;1;0;1;0
BIO;2019;910300219;910003888;1;1;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;552636;272250;252292;0;;0;;;;;0;1;1;1;;;;;;0;2;0;16;;;;;;0;2.5;1;16.8;;;;;;0;0;1;0;1;0
BIO;2019;920000460;750813321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;8364;;7991;;1043;1858;;2;2;1;10;9;6;1;9;7;3;;;2;1;2;;2;1;1.9;2;1;10.03;8.3;7.12;1;10.8;6.21;;;;;;
BIO;2019;920000577;920110020;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;315867;17430;0;0;;0;;;;;1;1;;12;4;;;;;0;0;;0;1;;;;;0.95;0.95;;12.23;3.94;;;;;0;0;1;1;1;0
BIO;2019;920000585;920026374;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;;586292;;;;;;;;;;1;;;10;4;;;;;;;1;5;;;;;;0.96;;0.08;14.1;3.63;;;;;;;;;;
BIO;2019;920000619;920009909;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;1;1;1;602099;189424;160591;;;;;;;;3;2;1;16;8;;;;;;;1;1;2;;;;;2.8;2;1.63;16.91;7.32;;;;;0;0;1;1;1;0
BIO;2019;920000635;920150026;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;62614;62613;0;0;0;0;0;0;0;0;0;2;1;3;2;0;0;0;0;0;;;;1;0;0;0;0;0;2;1;3;2;;;;;0;0;0;0;0;0
BIO;2019;920000650;920150059;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;2298193;657594;293401;3455;;28720;;688;1112;;7;;3;48;3;6;1;10;5;10;;;9;2;2;;;;10.95;;2.5;51.42;6.94;6.68;1;8.25;5.86;0;0;0;1;0;0
BIO;2019;920000684;920150091;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1064245;839;449;892;;6674;;919;279;;5;;;26;5;2;;4;1;2;;;2;;;;;;5.23;;;28.63;5;2.09;;4;1.42;;;;;;
BIO;2019;920100013;750712184;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;1395469;246070;246070;3481;64;8649;12;126;177;0;7;8;4;58;22;0;0;4;2;12;5;1;12;1;5;1;2;2;11.3;10.3;4.2;68.7;22.9;2.25;0.5;5.2;3;0;0;1;1;1;0
BIO;2019;920100021;750712184;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1027575;20249;20249;;;;;;;;6;5;2;47;18;1;0;2;;7;12;2;11;3;3;1;1;;9;11;3;55.9;20.5;1.8;0.4;2.8;;1;1;1;1;1;1
BIO;2019;920100039;750712184;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1077517;189575;31421;2788;1145;10012;31;277;1119;1;14;;3;51;27;2;1;9;7;3;;;1;1;6;0;2;1;16.2;;3;51.1;27.7;7.5;1;10.7;7.8;1;;1;0;;0
BIO;2019;920100047;750712184;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;615951;234898;42782;0;0;0;0;0;0;0;11;;1;47;14;0;0;0;0;5;;1;;1;0;0;0;0;15.5;;1.4;47;14.4;0;0;0;0;1;;1;0;;0
BIO;2019;920100054;750712184;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;395742;13851;13851;0;0;0;0;0;0;0;3;5;2;31;13;;;;;3;6;2;0;0;;;;;3.8;5.9;2;31;13;;;;;1;1;0;1;1;0
BIO;2019;920120011;750821092;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1054942;44030;43349;0;0;0;0;0;0;0;6;2;2;31;2;0;0;0;0;;;;7;;0;0;0;0;6;2;2;35.71;2;0;0;0;0;0;0;1;1;1;1
BIO;2019;920300787;920000981;1;;;1;1;1;;;;;1;1;1;1;;;;1;1;917495;;;;;;;;;;;6;2;21;11;;;;;;;;9;;;;;;;6;1.5;30;11;;;;;;0;1;;1;
BIO;2019;930000286;930021480;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1238951;45280;32943;3232;940;6136;0;213;6165;0;6;;1;28;11;4;1;6;5;3;;;9;3;;;;1;7.27;;1;35.14;13.13;3.6;1;5.08;4.99;0;;;1;;
BIO;2019;930000302;930110036;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;740930;8728;5483;;;;;;;;1;5;2;30;8;;;;1;;;;4;;;;;;1;5;2;31.4;8;;;;1;0;0;1;0;1;0
BIO;2019;930000328;930110051;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1671998;200434;106676;5833;1943;2499;;42;;;4;9;2;47;16;;;;;;;;5;3;;;;;4;9;2;50.8;18;;;;;0;0;1;1;1;0
BIO;2019;930000336;930110069;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1408377;11578;3293;5261;1416;6283;20;106;120;0;3;5;;34;7;3;0;2;2;;;;;;2;1;1;0;3;5.2;;38;8.8;3.66;0.5;3;2;0;0;0;1;1;0
BIO;2019;930100037;750712184;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;0;0;1767435;276626;92838;3174;;11160;;144;3444;;24;;4;67;16;6;;9;5;1;;;;;;;;;22.7;;4;62;14.3;5.9;;7.6;3.9;0;;1;1;;0
BIO;2019;930100045;750712184;1;1;0;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;856223;288270;140824;3785;1599;3524;24;33;3977;997;4;;2;43;13;2;;6;3;;;;10;4;;;1;;3.5;;2;46.8;17.1;2.7;0.2;6.6;3;0;;1;0;;0
BIO;2019;940000573;940110018;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;1656792;437943;379405;3827;2185;17986;283;306;7904;;5;2;0;45;18;5;0;8;2;7;0;0;8;1;1;0;3;2;10.08;2;0;53.57;19.01;6.4;0;10.66;4.4;;;;;;
BIO;2019;940000599;940110042;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;2007529;98392;1329;;;;;;;;2;3;;35;;;;;;1;1;;2;;;;;;2.6;3.6;;36.8;;;;;;0;;;;;
BIO;2019;940000649;940150014;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1127849;136349;98780;;;;;;;;3;1;1;26;6;;;;;1;;;1;;;;;;3.45;1;1.11;28.43;6.36;;;;;0;0;1;1;1;0
BIO;2019;940000664;940160013;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;1872248;5922;;17460;1006;11829;2;809;83;;7;14;3;57;24;20;2;26;17;;;1;3;1;3;2;;3;6.42;12.95;2.5;58.35;17.13;20.23;1.5;23.11;13.48;;;;1;1;
BIO;2019;940100027;750712184;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;4092070;1387989;584729;8353;;17527;;272;2071;;32;15;7;124;43;3;2;17;14;20;6;;21;1;28;;5;3;54.98;22.2;7;140.32;43.9;24.87;2;21.59;15.92;1;1;1;1;1;1
BIO;2019;940100035;750712184;1;;;;;;;;;;;;;;;;;;0;5300;;;;;;;;;;1;;;1;1;;;;;;;;;;;;;;1;;;1;1;;;;;0;0;0;0;0;0
BIO;2019;940100043;750712184;1;1;0;1;1;0;1;1;0;0;1;1;1;0;1;0;0;0;0;3360058;26101;26101;10233;3200;28837;98;403;1167;102;4;21;6;104;42;4;1;19;8;11;19;;18;4;11;0;2;2;8.8;27.25;6;118.1;44.8;9.7;1;20.6;9.6;1;1;1;1;1;0
BIO;2019;940100068;750712184;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1169088;10178;10178;;;;;;;;3;10;2;33;16;;;;;5;7;;15;1;;;;;5.17;13.21;2;45.4;16.9;;;;;1;1;1;1;1;0
BIO;2019;940120017;750821092;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;715087;30207;22590;2654;1066;6464;;93;4981;45;2;1;;35;2;4;;7;2;2;3;1;2;;2;;1;;3.47;2.83;0.6;38.48;2.67;4.9;;7.8;2;0;0;;1;1;
BIO;2019;950000307;950110015;1;1;0;1;;1;0;1;0;0;1;1;1;1;1;0;1;0;1;1976386;161392;60054;3344;;9802;;239;42;;3;5;2;33;13;4;0;4;2;3;2;2;12;2;0;1;1;1;5.48;5.53;3;39.39;11.29;4.92;0.68;4.07;2.3;0;0;1;1;1;0
BIO;2019;950000315;950001370;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;446194;4949;;;;;;;;;0;;;5;4;;;;;0;;;3;1;;;;;0;;;6.93;4.97;;;;;;;;;;
BIO;2019;950000323;950013870;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1191622;69387;61475;3960;1239;6528;22;60;66;0;3;1;2;42;14;2;0;3;2;1;1;1;5;4;3;0;0;0;3.82;1.8;2.41;41.47;16.15;3.6;0.3;3.48;2.56;0;0;0;1;1;0
BIO;2019;950000331;950110049;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;1395923;66905;28032;;;;;;;;6;;;32;5;;;;;5;;;10;5;;;;;9.93;;0.25;41.03;7.96;;;;;;;;;;
BIO;2019;950000364;950110080;1;1;0;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1410398;74622;55751;5774;1202;10920;165;296;2353;83;11;0;;15;7;4;;8;2;2;0;;6;;1;;3;;11.73;0;;20.87;6.01;4.5;0.75;8.32;3.21;;;;;;
BIO;2019;950807982;950001636;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;1;1;183635;89898;;;;;;;;;1;2;;10;9;;;;;1;2;;;;;;;;0.85;1;;10;9;;;;;0;0;1;1;1;0
BIO;2019;970100392;970100178;1;1;0;1;1;1;1;;;;1;1;1;;;;;;1;354583;116632;27932;;;;;;;;2;1;0;20;6;0;0;0;0;2;0;0;1;0;0;0;0;0;2.37;0.2;0;18.27;4.04;0;0;0;0;;;;;1;
BIO;2019;970100426;970100202;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1257768;2115771;48065;;;;;;;;1;;;8;3;;;;;;;;;;;;;;1;;;7.46;3;;;;;0;;;0;;
BIO;2019;970100442;970100228;1;1;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;;;;;3356;896;4751;30;59;90;;8;8;2;70;30;2;1;6;7;;;;1;;1;;2;;8;8;2;70.8;30;2.8;1;7.8;7;0;0;;1;1;1
BIO;2019;970100483;970100285;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;14194;27646;0;0;;0;;;;;;1;;3;1;;;;;;;;;1;;;;;;1;;3;0.5;;;;;;0;0;;0;0
BIO;2019;970211215;970211207;1;1;0;1;1;0;0;0;1;0;1;1;1;1;;;;;1;2189733;158486;33359;10476;3012;9250;82;285;2677;2268;3;15;6;77;31;4;1;10;9;2;;;;;1;;;;4.23;15.48;6;78.93;30.37;4.33;1;10.16;8.51;0;0;1;1;1;0
BIO;2019;970211223;970211207;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;202815;7486;36;;;;;;;;1;1;1;13;3;;;;;;;;;;;;;;0.97;0.79;1;12.91;3.25;;;;;0;0;;;;
BIO;2019;970211231;970211207;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;210664;89860;16738;;;;;;;;1;;1;6;7;;;;;1;;;1;1;;;;;2.54;;1;7.09;7.66;;;;;0;;0;0;;0
BIO;2019;970300026;970302022;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;320121;16944;1264;2560;2281;6501;0;16;115;39;5;1;0;24;12;1;0;3;3;0;0;0;1;0;0;0;0;0;3.9;1.23;0;23.07;10.91;1.02;0;3;2.5;0;0;0;1;1;0
BIO;2019;970300083;970302121;1;1;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;102225;25556;;;;;;;;;5;0;1;27;10;0;0;0;0;0;0;0;1;0;0;0;0;0;4.62;0;1;27.14;10;0;0;0;0;;;1;1;;
BIO;2019;970400024;970408589;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1434783;304694;14598;4000;1587;10487;100;132;9950;1799;;11;4;72;16;5;;5;3;;14;;9;16;;1;1;1;;17.81;4;76.38;25.53;4;0.2;5.5;4.5;0;0;0;1;1;1
BIO;2019;970400057;970408589;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1765696;468442;185;7260;2254;12255;44;371;;;;8;3;53;14;2;1;7;4;;6;1;13;14;1;;;;;11.6;3.81;74.82;23.03;2.7;1;7;4;0;0;0;1;1;1
BIO;2019;970400065;970421038;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;895633;25904;23267;;;;;;;;6;0;0;22;4;0;0;0;0;0;0;0;2;1;0;0;0;0;4.35;0;0;21.77;5.18;0;0;0;0;0;0;1;1;1;0
BIO;2019;980500011;980500003;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1574514;47074;0;;;;;;;;;6;1;37;21;;;;;;;;4;;;;;;;6.38;1;39.17;20.3;;;;;;0;;;1;
