bor;an;fi;rs;rscom;fi_ej;grp;stj;stjr;cat;catr;espic;mft;ccr;nat;sir;reg;dep;reg_diff;dep_diff;COMINSEE;NOMCOM;ARMT;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3;VAL;RESPREG
ID;2019;690044037;RADIOTHERAPIE SITE MERMOZ;;690043377;18;95;2;699;PLU10;0;3;5;0;83360684100017;84;69;84;69;69123;LYON 08EME;69388;0;;6;690043377;1;1;55;AV;JEAN MERMOZ;;69008;LYON;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690044045;RADIOTHERAPIE SITE CHARCOT;;690043377;18;95;2;699;PLU10;0;3;5;0;83360684100017;84;69;84;69;69202;SAINTE-FOY-LES-LYON;;0;;6;690043377;1;1;51;R;COMMANDANT CHARCOT;;69110;STE FOY LES LYON;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690044623;CENTRE PSYPRO LYON;;690042593;15;72;2;161;PLU7;0;3;5;0;82534546500017;84;69;84;69;69266;VILLEURBANNE;;0;;6;;1;1;20;R;DAYAN;;69100;VILLEURBANNE;;1;;CLINIPSY;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780093;HIA DESGENETTES;;750821092;13;01;1;114;PUB10;1;0;;0;15100002300433;84;69;84;69;69123;LYON 03EME;69383;0;;9;750821092;2;1;108;BD;PINEL;;69003;LYON;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;A;111
ID;2019;690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;;690000104;09;61;3;365;PNL4;6;1;1;0;77965598400010;84;69;84;69;69010;L' ARBRESLE;;0;;6;;2;1;206;CHE;DU RAVATEL;;69210;L ARBRESLE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780200;CLINIQUE EMILIE DE VIALAR;;690000112;09;60;3;109;PNL8;7;4;1;0;84465290900012;84;69;84;69;69123;LYON 03EME;69383;0;;6;;1;1;305;R;PAUL BERT;;69003;LYON;;0;;;690020359;SCM SCANNER LYON;;SELARL IMEV;;;;;;;;;;;844652909;84465290900012;;;0;0;;;;;;;;;;P;184
ID;2019;690780226;CLINIQUE DE LA PART-DIEU;;690039870;09;75;2;128;PLU4;0;4;5;0;75405149800022;84;69;84;69;69123;LYON 03EME;69383;0;;6;;2;1;96;AV;DE SAXE;;69003;LYON;;1;493521330;OGER Investissements;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780259;CLINIQUE SAINT CHARLES LYON;;690030457;09;72;2;128;PLU4;0;4;5;0;34154211600015;84;69;84;69;69123;LYON 01ER;69381;0;;6;;2;1;25;R;FLESSELLES;;69001;LYON;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780358;CLINIQUE DU VAL D'OUEST VENDÔME;;690000195;09;73;2;365;PLU4;0;4;5;0;39272120500012;84;69;84;69;69081;ECULLY;;0;;6;;2;1;39;CHE;DE LA VERNIQUE;;69130;ECULLY;;1;493521330;OGER INVESTISSEMENTS;690011788;SAS IMAGERIE VAL D OUEST CHARCOT;;LABORATOIRE CBM69;;;;;;;;;;;392721205;39272120500012;;;0;0;;;;;;;;;;P;184
ID;2019;690780366;CLINIQUE MEDICO-CHIRURGICALE CHARCOT;;690000203;09;73;2;365;PLU4;0;4;5;0;96250383500010;84;69;84;69;69202;SAINTE-FOY-LES-LYON;;0;;6;;2;1;51;R;COMMANDANT CHARCOT;;69110;STE FOY LES LYON;;0;;;690011788;SAS IMagerie Val d'Ouest Charcot;690035464;Laboratoire de biologie du Grand Vallon;690780499;Nephrocare Tassin-Charcot;;;;;;;;;962503835;49042069200017;;;0;0;;;;;;;;;;P;184
ID;2019;690780390;POLYCLINIQUE LYON-NORD;;690000229;09;95;2;365;PLU4;0;4;5;0;96951063500028;84;69;84;69;69286;RILLIEUX-LA-PAPE;;0;;6;;2;1;65;R;DES CONTAMINES;;69140;RILLIEUX LA PAPE;;1;437750003;GIE VIVALTO SANTE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780416;GPE HOSP MUTUALISTE LES PORTES DU SUD;;690031190;09;47;3;365;PNL4;6;1;1;0;43778830000030;84;69;84;69;69259;VENISSIEUX;;;;6;;2;1;2;AV;DU 11 NOVEMBRE 1918;LE COULOUD FEYZIN;69694;VENISSIEUX CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780481;KORIAN LE BALCON LYONNAIS;;750056335;09;95;2;109;PLU8;0;4;5;0;34117411801667;84;69;84;69;69202;SAINTE-FOY-LES-LYON;;0;;6;;1;1;1;CHE;DES HAUTS BOIS;;69110;STE FOY LES LYON;;1;341174118;SA MEDICA KORIAN;;;;;;;;;;;;;;;341174118;;;;0;0;;;;;;;;;;P;184
ID;2019;690780499;NEPHROCARE TASSIN-CHARCOT;;690000278;07;95;2;141;PLU5;0;4;5;0;30096471500019;84;69;84;69;69202;SAINTE-FOY-LES-LYON;;0;;6;690000278;1;1;7;AV;MARÉCHAL FOCH;;69110;STE FOY LES LYON;;1;300964715;NEPHROCARE RHONE ALPES;;;;;;;;;;;;;;;300964715;30096471500050;;;0;0;;;;;;;;;;P;184
ID;2019;690780507;CLINIQUE MEDICALE DE CHAMPVERT;;920031721;15;95;2;161;PLU7;0;4;5;0;95750314700010;84;69;84;69;69123;LYON 05EME;69385;0;;6;;1;;71;Rue;Benoist Mary;;69322;LYON;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;957503147;95750314700010;;;;0;;;;;;;;;;P;184
ID;2019;690780515;CLINIQUE VILLA DES ROSES;;690000294;15;95;2;161;PLU7;0;4;5;0;31219351900013;84;69;84;69;69123;LYON 05EME;69385;0;;8;;1;1;62;R;COMMANDANT CHARCOT;;69005;LYON;;1;522112432;INICEA HOLDING;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780523;CLINIQUE LA CHAVANNERIE;;920031739;15;95;2;161;PLU7;0;4;5;0;95550430300012;84;69;84;69;69043;CHAPONOST;;0;;6;;1;;19;R;19 Rue Favre-Garin;DOMAINE LA CHAVANNERIE;69630;CHAPONOST;;1;;;;;;;;;;;;;;;;;;95550430300012;;;;0;;;;;;;;;;P;184
ID;2019;690780549;CLINIQUE LYON LUMIERE;;920030269;15;95;2;161;PLU7;0;3;5;0;30116075000206;84;69;84;69;69282;MEYZIEU;;0;;6;;1;;33B;RUE;du 8 Mai 1945;;69330;MEYZIEU;;1;301160750;SAS CLINEA;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780648;CLINIQUE DE LA SAUVEGARDE;;690036900;09;75;2;365;PLU4;0;4;5;0;50967400800024;84;69;84;69;69123;LYON 09EME;69389;0;;6;;2;1;480;AV;DAVID BEN GOURION;CP 309;69337;LYON CEDEX 09;;1;383699048;RAMSAY GENERALE DE SANTE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);;690000377;09;95;2;365;PLU4;0;4;5;0;97150259600010;84;69;84;69;69290;SAINT-PRIEST;;0;;6;;2;1;140;R;ANDRE LWOFF;;69800;ST PRIEST;;0;;;;;;;;;;;;;;;;;971502596;97150259600028;;;0;0;;;;;;;;;;P;184
ID;2019;690780663;CLINIQUE TRENEL;;690000385;09;73;2;365;PLU4;0;5;5;0;77972575300015;84;69;84;69;69189;SAINTE-COLOMBE;;0;;6;;2;1;575;R;DU DOCTEUR TRENEL;;69560;STE COLOMBE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690781026;SSR VAL ROSAY;;690029723;09;40;3;109;PNL8;6;1;4;0;42462022700191;84;69;84;69;69194;SAINT-DIDIER-AU-MONT-D'OR;;0;;6;;1;1;37;CHE;FERRAND;;69370;ST DIDIER AU MONT D OR;;1;424620227;UGECAM RHONE-ALPES;;;;;;;;;;;;;;;424620227;;;;;0;;;;;;;;;;P;184
ID;2019;690781745;CLINIQUE SAINT VINCENT DE PAUL LYON;;690000542;15;73;2;161;PLU7;0;4;5;0;97050034400019;84;69;84;69;69029;BRON;;0;;6;;1;1;65;BD;PINEL;;69500;BRON;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2019;690782081;CTRE DE SANTÉ MENTALE HJ MGEN;;750005068;15;47;3;161;PNL7;6;1;1;0;44192191300212;84;69;84;69;69123;LYON 03EME;69383;0;;6;;1;1;44;R;FEUILLAT;;69424;LYON CEDEX 03;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690782172;SANTE MENTALE ET COMMUNAUTES;;;05;61;3;999;PNL7;6;1;1;1;779785492;84;69;84;69;69266;VILLEURBANNE;;0;;8;;1;1;136;R;LOUIS BECKER;;69100;VILLEURBANNE;;0;;;;;;;;;;;;;;;;;779785492;;;;0;0;;;;;;;;;;P;184
ID;2019;690782420;CENTRE MEDICAL DE BAYERE;;690793633;09;61;3;109;PNL8;6;1;1;0;77564966800057;84;69;84;69;69047;CHARNAY;;0;;6;;1;1;30;RTE;DU VIEUX CHATEAU;;69380;CHARNAY;;1;775649668;COMITE DEPARTEMENTAL D’HYGIENE SOCIALE;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690783154;HOPITAL EDOUARD HERRIOT - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300217;84;69;84;69;69123;LYON 03EME;69383;0;;7;690781810;2;;5;PL;D'ARSONVAL;;69437;LYON CEDEX 03;;;;;;;;;;;;;;;;;;;266900273;26690027300217;;;0;0;;;;;;;;;;A;184
ID;2019;690784137;HOPITAL LYON SUD - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300324;84;69;84;69;69152;PIERRE-BENITE;;0;;7;690781810;2;;165;CHE;DU GRAND REVOYET;;69310;PIERRE BENITE;;;;;;;;;;;;;;;;;;;266900273;26690027300324;;;0;0;;;;;;;;;;A;184
ID;2019;690784152;HOPITAL CROIX-ROUSSE - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300100;84;69;84;69;69123;LYON 04EME;69384;0;;7;690781810;2;;103;GR;DE LA CRX-ROUSSE;;69317;LYON CEDEX 04;;;;;;;;;;;;;;;;;;;266900273;26690027300100;;;0;0;;;;;;;;;;A;184
ID;2019;690784178;HOPITAL PIERRE WERTHEIMER - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300134;84;69;84;69;69029;BRON;;0;;7;690781810;2;;59;BD;PINEL;;69677;BRON CEDEX;;;;;;;;;;;;;;;;;;;266900273;26690027300910;26690027300019;;0;0;;;;;;;;;;A;184
ID;2019;690784186;HOPITAL LOUIS PRADEL - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300571;84;69;84;69;69029;BRON;;0;;7;690781810;2;;28;AV;DOYEN LEPINE;;69677;BRON CEDEX;;;;;;;;;;;;;;;;;;;266900273;26690027300977;26690027300019;;0;0;;;;;;;;;;A;184
ID;2019;690784194;HOPITAL DES CHARPENNES - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300159;84;69;84;69;69266;VILLEURBANNE;;0;;7;690781810;2;;27;R;GABRIEL PERI;;69603;VILLEURBANNE CEDEX;;;;;;;;;;;;;;;;;;;266900273;26690027300159;;;0;0;;;;;;;;;;A;184
ID;2019;690784202;HOPITAL HENRY GABRIELLE - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300365;84;69;84;69;69204;SAINT-GENIS-LAVAL;;0;;7;690781810;2;;20;RTE;DE VOURLES;;69230;ST GENIS LAVAL;;;;;;;;;;;;;;;;;;;266900273;26690027300365;;;0;0;;;;;;;;;;A;184
ID;2019;690787429;HOPITAL DR FREDERIC DUGOUJON - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300357;84;69;84;69;69034;CALUIRE-ET-CUIRE;;0;;7;690781810;2;;14;R;PASTEUR;;69300;CALUIRE ET CUIRE;;;;;;;;;;;;;;;;;;;266900273;26690027300357;;;0;0;;;;;;;;;;A;184
ID;2019;690787452;HOPITAL ANTOINE CHARIAL - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300266;84;69;84;69;69089;FRANCHEVILLE;;0;;7;690781810;2;;40;AV;DE LA TABLE DE PIERRE;;69340;FRANCHEVILLE;;;;;;;;;;;;;;;;;;;266900273;26690027300266;;;0;0;;;;;;;;;;A;184
ID;2019;690787460;CENTRE HOSPITALIER DU VAL D'AZERGUES;;690782222;04;13;1;355;PUB2;1;0;;0;26690027300787;84;69;84;69;69004;ALIX;;0;;8;690782222;1;;6;LD;BOURG;BP 436;69380;ALIX;;;;;;;;;;;;;;;;;;;266900257;26690025700046;;;0;0;;;;;;;;;;P;184
ID;2019;690787478;HOPITAL PIERRE GARRAUD - HCL;;690781810;03;13;1;101;PUB1;1;0;;0;26690027300316;84;69;84;69;69123;LYON 05EME;69385;0;;7;690781810;2;;136;R;COMMANDANT CHARCOT;;69322;LYON CEDEX 05;;;;;;;;;;;;;;;;;;;266900273;26690027300316;;;0;0;;;;;;;;;;A;184
ID;2019;690788930;HAD SOINS ET SANTÉ LYON;;690001623;09;60;3;127;PNL10;6;1;1;0;30209561700064;84;69;84;69;69286;RILLIEUX-LA-PAPE;;0;;6;;1;1;325B;R;MARYSE BASTIÉ;;69140;RILLIEUX LA PAPE;;;;;;;;;;;;;;;;;;;302095617;30209561700064;;;0;0;;;;;;;;;;P;184
ID;2019;690790472;SSR LA MAISONNEE;;690029723;09;40;3;109;PNL8;6;1;4;0;42462022700068;84;69;84;69;69089;FRANCHEVILLE;;0;;6;;1;1;68;AV;DU CHATER;;69340;FRANCHEVILLE;;0;;;;;;;;;;;;;;;;;424620227;;;;0;0;;;;;;;;;;P;184
ID;2019;690791082;CLINIQUE LES BRUYERES;;690001904;09;75;2;109;PLU8;0;4;5;0;32328725000019;84;69;84;69;69113;LETRA;;0;;6;;1;1;;CHT;DE LETRETTE;;69620;LETRA;;0;;;;;;;;;;;;;;;;;323287250;;;;;0;;;;;;;;;;P;184
ID;2019;690791132;USLD BELLECOMBE;;690001912;09;75;2;362;PLU9;0;5;0;0;32072041000028;84;69;84;69;69123;LYON 03EME;69383;0;;6;;1;1;47;R;DUNOIR;;69003;LYON;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2019;690793468;INFIRMERIE PROTESTANTE;;690002068;09;60;3;365;PNL4;7;4;1;0;43176808400011;84;69;84;69;69034;CALUIRE-ET-CUIRE;;0;;8;;2;1;1;CHE;DU PENTHOD;;69641;CALUIRE ET CUIRE CEDEX;;0;;;690006945;GIE Scanner de l'IP;690005368;GIE IRM Lyon Nord;690035399;Eurofins;690042304;SCM Radiologues de l'Infirmerie Protestante;690042346;GIE Médecine nucléaire;;;;;431768084;;;;0;0;;;;;;;;;;P;184
ID;2019;690795489;CALYDIAL - LYON 3EME;;690002225;07;60;3;146;PNL5;6;4;1;0;33332873000028;84;69;84;69;69123;LYON 03EME;69383;0;;6;690002225;1;1;22;R;CHAPONNAY;;69003;LYON;;0;;;;;;;;;;;;;;;;;333328730;33332873000036;33332873000069;;0;0;;;;;;;;;;P;184
ID;2019;690796727;FONDATION ARHM;;;05;63;3;292;PNL3;6;1;1;1;779868728;84;69;84;69;69123;LYON 08EME;69388;0;;6;;1;1;290;RTE;DE VIENNE;BP 8252;69355;LYON CEDEX 08;;0;;;;;;;;;;;;;;;;;779868728;77986872800030;77986872800592;77986872800642;1;0;;;;;;;;;;P;184
ID;2019;690797873;LONG SEJOUR DE COURS;;690043237;04;14;1;362;PUB9;1;0;;0;20007689100064;84;69;84;69;69066;COURS;;0;;6;690043237;1;1;287;R;DE THIZY;;69470;COURS;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2019;690799283;AURAL UNITE DIALYSE CHASSIEU;;690796552;07;60;3;146;PNL5;6;4;1;0;30690522500133;84;69;84;69;69275;DECINES-CHARPIEU;;0;;6;690796552;1;1;3-5;rue;Gambetta;;69330;Meyzieu;GRPE HOSPIT MUTUAL EST LYONNAIS;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690801709;USLD LES ALTHEAS;;690802715;09;60;3;362;PNL9;7;1;0;0;32735516000075;84;69;84;69;69256;VAULX-EN-VELIN;;0;;6;;1;1;90;AV;ROGER SALENGRO;;69120;VAULX EN VELIN;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690802251;USLD CH DE VILLEFRANCHE;RESIDENCE PIERRE DE BEAUJEU;690782222;04;13;1;362;PUB9;1;0;;0;26690025700103;84;69;84;69;69264;VILLEFRANCHE-SUR-SAONE;;0;;8;690782222;1;;187;R;PIERRE BERTHIER;;69655;VILLEFRANCHE SUR SAONE CED;;;;;;;;;;;;;;;;;;;690802251;26690025700046;;;0;0;;;;;;;;;;P;184
ID;2019;690802913;USLD LES HIBISCUS;;690044714;09;41;3;362;PNL9;7;1;1;0;45111438300198;84;69;84;69;69123;LYON 08EME;69388;0;;6;;1;1;84;R;FEUILLAT;;69008;LYON;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;184
ID;2019;690803044;CLINIQUE IRIS - MARCY L'ETOILE;;690000450;09;95;2;109;PLU8;0;4;5;0;97250050800023;84;69;84;69;69127;MARCY-L'ETOILE;;0;;6;;1;1;271;R;DES SOURCES;;69280;MARCY L ETOILE;;1;383699048;RAMSAY GENERALE DE SANTE;;;;;;;;;;;;;;;972500508;;;;0;0;;;;;;;;;;P;184
ID;2019;690803093;USLD LA MALETIERE VAUGNERAY;CLINIQUE DE VAUGNERAY;690780564;09;60;3;362;PNL9;6;1;1;0;77975102300028;84;69;84;69;69255;VAUGNERAY;;0;;6;;1;1;;PL;DE L'EGLISE;;69670;VAUGNERAY;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690804018;AURAL UNITE DIALYSE CH VILLEFRANCHE;;690796552;07;60;3;146;PNL5;6;4;1;0;30690522500158;84;69;84;69;69092;GLEIZE;;0;;6;690796552;1;1;2;ALL;DES ALPES;;69400;GLEIZE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;184
ID;2019;690805361;CH ST JOSEPH ST LUC;;690805353;09;60;3;365;PNL4;6;1;1;0;39055507600012;84;69;84;69;69123;LYON 07EME;69387;0;;6;;2;1;20;QU;CLAUDE BERNARD;;69365;LYON CEDEX 07;;0;;;;;;;;;;;;;;;;;390555076;;;;;0;;;;;;;;;;P;184
ID;2019;690807367;POLYCLINIQUE DU BEAUJOLAIS;;690003447;09;95;2;365;PLU4;0;4;5;0;30511102300019;84;69;84;69;69013;ARNAS;;0;;6;;2;1;120;ART;DE BEAUJEU;;69400;ARNAS;;1;484349360;RAMSAY SANTE;;;;;;;;;;;;;;;305111023;;;;;0;;;;;;;;;;P;184
ID;2019;700000011;CH VAL DE SAONE PIERRE VITTER GRAY;;700780026;04;13;1;355;PUB2;1;0;;0;26700002400013;27;70;27;70;70279;GRAY;;0;;6;700780026;1;1;5;R;DE L ARSENAL;BP 155;70104;GRAY CEDEX;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;127
ID;2019;700000029;GH HAUTE SAONE SITE VESOUL;;700004591;04;14;1;355;PUB2;1;0;;0;26700661700018;27;70;27;70;70550;VESOUL;;;;6;700004591;2;1;2;R;RENE HEYMES;BP 409;70014;VESOUL CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700000045;CLINIQUE MEDICALE BRUGNON AGACHE;;250006335;09;63;3;109;PNL8;6;1;1;0;32730845800212;27;70;27;70;70058;BEAUJEU-SAINT-VALLIER-PIERREJUX-ET-QUITTEUR;;0;;6;;1;1;14;R;DES ECOLES;;70100;BEAUJEU ET QUITTEUR;;1;327308458;FONDATION ARC EN CIEL;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700000698;HOSPITALIA MUTUALITE HAD VESOUL;;250017803;09;47;3;127;PNL10;7;4;5;0;44789128400104;27;70;27;70;70550;VESOUL;;0;;8;;1;1;10;R;VICTOR DOLLE;;70000;VESOUL;IMMEUBLE AROBAS;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;127
ID;2019;700003577;UNITE DIALYSE SANTELYS VESOUL;SANTELYS BFC;210012290;07;61;3;146;PNL5;6;4;1;0;80535715900237;27;70;27;70;70550;VESOUL;;0;;6;210012290;1;1;1;R;SIMONE VEIL;;70000;VESOUL;;1;590799995;SANTELYS ASSOCIATION;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700004377;CRCPFC UNITE AMBULATOIRE HERICOURT;;250006335;09;63;3;109;PNL8;6;1;1;0;32730845800154;27;70;27;70;70285;HERICOURT;;0;;6;;1;1;14B;R;DU DOCTEUR GAULIER;;70400;HERICOURT;;1;327308458;FONDATION ARC EN CIEL;;;;;;;;;;;;;;;327308458;;;;;0;;;;;;;;;;P;127
ID;2019;700780042;CMPR BRETEGNIER HERICOURT;;250006335;09;63;3;109;PNL8;6;4;1;0;32730845800048;27;70;27;70;70285;HERICOURT;;0;;6;;1;1;14;R;DR GAULIER;BP 25;70400;HERICOURT;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700780059;GH HAUTE SAONE SITE LUXEUIL;;700004591;04;14;1;355;PUB2;1;0;;0;26700661700042;27;70;27;70;70311;LUXEUIL-LES-BAINS;;0;;6;700004591;2;1;12;R;GRAMMONT;BP 157;70306;LUXEUIL LES BAINS CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700780075;CHS ST REMY ET NORD FRANCHE-COMTE;;700004096;15;60;3;292;PNL3;6;1;1;0;40039525700043;27;70;27;70;70472;SAINT-REMY;;0;;6;;1;1;;R;JUSTIN ET CLAUDE PERCHOT;;70160;ST REMY EN COMTE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700780174;CLINIQUE ST MARTIN;;700000052;09;73;2;128;PLU4;0;4;5;0;81578044000021;27;70;27;70;70550;VESOUL;;0;;8;;2;1;11;R;DR NOEL COURVOISIER;BP 90205;70004;VESOUL CEDEX;;1;529255788;GROUPE C2S;;;;;;;;;;;;;;;;81578044000021;;;;0;;;;;;;;;;P;127
ID;2019;700780208;GH HAUTE SAONE SITE LURE;;700004591;04;14;1;355;PUB2;1;0;;0;26700661700034;27;70;27;70;70310;LURE;;;;6;700004591;2;1;37;AV;CARNOT;BP 190;70204;LURE CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700784341;USLD LA CHENAIE SAINT REMY;;700004096;09;60;3;362;PNL9;6;1;1;0;40039525700241;27;70;27;70;70472;SAINT-REMY;;0;;6;;1;1;;;;AU BREUIL;70160;ST REMY-EN-COMTE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;700784887;CRF NAVENNE;;920030269;09;95;2;109;PLU8;0;4;5;0;30116075000982;27;70;27;70;70378;NAVENNE;;0;;6;;1;;;AV;Avenue Paul MOREL;BP 90293;70000;NAVENNE;;0;;;;;;;;;;;;;;;;;301160750;30116075000982;;;0;0;;;;;;;;;;P;127
ID;2019;710002288;SSR MARGUERITE BOUCICAUT;;750721334;09;61;3;109;PNL8;7;4;3;0;77567227235781;27;71;27;71;71076;CHALON-SUR-SAONE;;0;;6;;1;1;2;AV;PIERRE MENDES FRANCE;;71100;CHALON SUR SAONE;;1;775672272;Croix Rouge française;;;;;;;;;;;;;;;775672272;;;;1;1;;1;;710781139;710002288;;;;;P;127
ID;2019;710002569;CLINIQUE DU CHALONNAIS;;710000092;09;95;2;109;PLU8;0;4;5;0;34029481800026;27;71;27;71;71118;CHATENOY-LE-ROYAL;;0;;6;;1;1;2;RUE;DU TREFFORT;;71880;CHATENOY LE ROYAL;;1;383699048;Ramsay Générale de Santé;;;;;;;;;;;;;;;340294818;34029481800026;;;;0;;;;;;;;;;P;127
ID;2019;710006859;POLYCLINIQUE DU VAL DE SAONE;;710000118;09;75;2;365;PLU4;0;4;5;0;37841772900035;27;71;27;71;71270;MACON;;0;;6;;2;1;44;R;AMBROISE PARÉ;CS 70931;71031;MACON CEDEX;;1;529255788;GROUPE C2S;;;;;;;;;;;;;;;378417729;37841772900035;;;0;0;;;;;;;;;;P;127
ID;2019;710010067;CH PARAY LE MONIAL LES CHARMES;HOPITAL LES CHARMES;710780644;04;13;1;355;PUB2;1;0;;0;26710033700109;27;71;27;71;71342;PARAY-LE-MONIAL;;0;;6;710780644;1;1;;BD;DES CHARMES;BP 147;71604;PARAY LE MONIAL CEDEX;;;;;710011503;GIE IRM DE PARAY LE MONIAL;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;710010166;UNITE DE DIALYSE DE MONTCEAU;SANTELYS BFC;210012290;07;61;3;146;PNL5;6;4;1;0;80535715900062;27;71;27;71;71306;MONTCEAU-LES-MINES;;0;;6;210012290;1;1;6;R;BARBES;;71300;MONTCEAU LES MINES;;1;590799995;SANTELYS ASSOCIATION;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;710010786;CH AUTUN SITE PARPAS;;710781451;04;13;1;355;PUB2;1;0;;0;26710001400062;27;71;27;71;71014;AUTUN;;;;5;710781451;1;1;7B;R;DE PARPAS;;71400;AUTUN;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;710014317;CENTRE DE RADIOTHERAPIE DU PARC CHALON;;710001843;18;79;2;698;PLU10;0;5;0;0;34460716300021;27;71;27;71;71076;CHALON-SUR-SAONE;;0;;6;710001843;1;1;1;R;DES SENTIERS;;71100;CHALON SUR SAONE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;710014820;CENTRE ONCOLOGIE RADIOTHÉRAPIE (ORLAM);;710012915;18;79;2;698;PLU10;0;3;5;0;49319963200024;27;71;27;71;71270;MACON;;0;;6;710012915;1;1;44;RUE;AMBROISE PARÉ;;71031;MACON CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;P;127
ID;2019;710015231;HAD NORD SAONE ET LOIRE;;710015223;09;89;3;697;PNL10;7;3;0;0;82436304800011;27;71;27;71;71118;CHATENOY-LE-ROYAL;;0;;6;;1;1;;RTE;DE GIVRY;;71880;CHATENOY LE ROYAL;ZA LA GARENNE;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
ID;2019;710015587;CLINIQUE LE GOUZ;;750060246;15;95;2;161;PLU7;0;4;5;0;51399693400032;27;71;27;71;71263;LOUHANS;;0;;6;;1;1;15;RTE;DE SORNAY;;71500;LOUHANS;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;P;127
